X,Y,Z,Label
0.0,0.0,500.084,CL
0.2,0.239,500.089,CL
0.4,0.478,500.094,CL
0.6,0.716,500.101,CL
0.8,0.955,500.108,CL
1.0,1.194,500.115,CL
1.2,1.432,500.123,CL
1.4,1.671,500.131,CL
1.6,1.909,500.139,CL
1.8,2.147,500.148,CL
2.0,2.385,500.156,CL
2.2,2.623,500.164,CL
2.4,2.86,500.172,CL
2.6,3.097,500.179,CL
2.8,3.334,500.186,CL
3.0,3.571,500.192,CL
3.2,3.808,500.198,CL
3.4,4.044,500.203,CL
3.6,4.279,500.208,CL
3.8,4.515,500.212,CL
4.0,4.75,500.215,CL
4.2,4.984,500.217,CL
4.4,5.219,500.219,CL
4.6,5.452,500.221,CL
4.8,5.686,500.221,CL
5.0,5.919,500.221,CL
5.2,6.151,500.221,CL
5.4,6.383,500.22,CL
5.6,6.614,500.218,CL
5.8,6.845,500.215,CL
6.0,7.075,500.212,CL
6.2,7.304,500.209,CL
6.4,7.533,500.205,CL
6.6,7.761,500.2,CL
6.8,7.989,500.195,CL
7.0,8.216,500.189,CL
7.2,8.442,500.183,CL
7.4,8.668,500.177,CL
7.6,8.893,500.169,CL
7.8,9.117,500.162,CL
8.0,9.34,500.154,CL
8.2,9.562,500.145,CL
8.4,9.784,500.137,CL
8.6,10.005,500.127,CL
8.8,10.225,500.118,CL
9.0,10.444,500.108,CL
9.2,10.662,500.099,CL
9.4,10.88,500.089,CL
9.6,11.096,500.079,CL
9.8,11.312,500.069,CL
10.0,11.526,500.059,CL
10.2,11.74,500.05,CL
10.4,11.952,500.04,CL
10.6,12.164,500.031,CL
10.8,12.375,500.022,CL
11.0,12.584,500.014,CL
11.2,12.793,500.006,CL
11.4,13.0,499.998,CL
11.6,13.206,499.99,CL
11.8,13.411,499.984,CL
12.0,13.615,499.977,CL
12.2,13.818,499.971,CL
12.4,14.02,499.965,CL
12.6,14.221,499.959,CL
12.8,14.42,499.954,CL
13.0,14.618,499.949,CL
13.2,14.815,499.944,CL
13.4,15.011,499.939,CL
13.6,15.205,499.934,CL
13.8,15.398,499.928,CL
14.0,15.59,499.923,CL
14.2,15.78,499.918,CL
14.4,15.97,499.912,CL
14.6,16.157,499.906,CL
14.8,16.344,499.899,CL
15.0,16.529,499.892,CL
15.2,16.712,499.885,CL
15.4,16.895,499.876,CL
15.6,17.076,499.867,CL
15.8,17.255,499.858,CL
16.0,17.433,499.848,CL
16.2,17.609,499.837,CL
16.4,17.784,499.826,CL
16.6,17.958,499.814,CL
16.8,18.13,499.801,CL
17.0,18.3,499.788,CL
17.2,18.469,499.774,CL
17.4,18.636,499.76,CL
17.6,18.802,499.745,CL
17.8,18.966,499.73,CL
18.0,19.129,499.715,CL
18.2,19.29,499.699,CL
18.4,19.449,499.683,CL
18.6,19.607,499.667,CL
18.8,19.763,499.651,CL
19.0,19.917,499.635,CL
19.2,20.07,499.619,CL
19.4,20.221,499.603,CL
19.6,20.37,499.587,CL
19.8,20.518,499.572,CL
20.0,20.663,499.557,CL
20.2,20.808,499.542,CL
20.4,20.95,499.527,CL
20.6,21.09,499.514,CL
20.8,21.229,499.501,CL
21.0,21.366,499.488,CL
21.2,21.501,499.476,CL
21.4,21.635,499.464,CL
21.6,21.766,499.454,CL
21.8,21.896,499.443,CL
22.0,22.024,499.434,CL
22.2,22.15,499.426,CL
22.4,22.274,499.418,CL
22.6,22.396,499.411,CL
22.8,22.517,499.404,CL
23.0,22.635,499.398,CL
23.2,22.752,499.393,CL
23.4,22.866,499.389,CL
23.6,22.979,499.387,CL
23.8,23.09,499.384,CL
24.0,23.199,499.382,CL
24.2,23.305,499.38,CL
24.4,23.41,499.38,CL
24.6,23.513,499.38,CL
24.8,23.614,499.38,CL
25.0,23.713,499.383,CL
25.2,23.81,499.385,CL
25.4,23.905,499.387,CL
25.6,23.998,499.39,CL
25.8,24.089,499.394,CL
26.0,24.178,499.398,CL
26.2,24.265,499.404,CL
26.4,24.349,499.404,CL
26.6,24.432,499.401,CL
26.8,24.513,499.399,CL
27.0,24.591,499.397,CL
27.2,24.668,499.395,CL
27.4,24.742,499.395,CL
27.6,24.815,499.394,CL
27.8,24.885,499.394,CL
28.0,24.953,499.393,CL
28.2,25.019,499.393,CL
28.4,25.083,499.393,CL
28.6,25.145,499.394,CL
28.8,25.204,499.395,CL
29.0,25.262,499.395,CL
29.2,25.317,499.396,CL
29.4,25.371,499.397,CL
29.6,25.422,499.399,CL
29.8,25.471,499.401,CL
30.0,25.518,499.402,CL
30.2,25.562,499.403,CL
30.4,25.605,499.405,CL
30.6,25.645,499.406,CL
30.8,25.684,499.409,CL
31.0,25.72,499.411,CL
31.2,25.754,499.413,CL
31.4,25.785,499.415,CL
31.6,25.815,499.417,CL
31.8,25.842,499.42,CL
32.0,25.867,499.422,CL
32.2,25.89,499.424,CL
32.4,25.911,499.426,CL
32.6,25.93,499.428,CL
32.8,25.946,499.432,CL
33.0,25.961,499.434,CL
33.2,25.973,499.436,CL
33.4,25.982,499.439,CL
33.6,25.99,499.441,CL
33.8,25.996,499.445,CL
34.0,25.999,499.447,CL
34.2,26.0,499.45,CL
34.4,25.999,499.452,CL
34.6,25.996,499.455,CL
34.8,25.99,499.459,CL
35.0,25.982,499.461,CL
35.2,25.973,499.464,CL
35.4,25.961,499.467,CL
35.6,25.946,499.47,CL
35.8,25.93,499.474,CL
36.0,25.911,499.477,CL
36.2,25.89,499.48,CL
36.4,25.867,499.483,CL
36.6,25.842,499.486,CL
36.8,25.815,499.491,CL
37.0,25.785,499.494,CL
37.2,25.754,499.497,CL
37.4,25.72,499.501,CL
37.6,25.684,499.504,CL
37.8,25.645,499.509,CL
38.0,25.605,499.512,CL
38.2,25.562,499.515,CL
38.4,25.518,499.518,CL
38.6,25.471,499.521,CL
38.8,25.422,499.524,CL
39.0,25.371,499.529,CL
39.2,25.317,499.531,CL
39.4,25.262,499.534,CL
39.6,25.204,499.536,CL
39.8,25.145,499.538,CL
40.0,25.083,499.542,CL
40.2,25.019,499.543,CL
40.4,24.953,499.545,CL
40.6,24.885,499.546,CL
40.8,24.815,499.547,CL
41.0,24.742,499.547,CL
41.2,24.668,499.549,CL
41.4,24.591,499.548,CL
41.6,24.513,499.548,CL
41.8,24.432,499.545,CL
42.0,24.349,499.541,CL
42.2,24.265,499.536,CL
42.4,24.178,499.532,CL
42.6,24.089,499.526,CL
42.8,23.998,499.52,CL
43.0,23.905,499.513,CL
43.2,23.81,499.506,CL
43.4,23.713,499.498,CL
43.6,23.614,499.491,CL
43.8,23.513,499.482,CL
44.0,23.41,499.472,CL
44.2,23.305,499.462,CL
44.4,23.199,499.452,CL
44.6,23.09,499.441,CL
44.8,22.979,499.43,CL
45.0,22.866,499.419,CL
45.2,22.752,499.406,CL
45.4,22.635,499.393,CL
45.6,22.517,499.38,CL
45.8,22.396,499.367,CL
46.0,22.274,499.353,CL
46.2,22.15,499.339,CL
46.4,22.024,499.325,CL
46.6,21.896,499.31,CL
46.8,21.766,499.296,CL
47.0,21.635,499.281,CL
47.2,21.501,499.266,CL
47.4,21.366,499.251,CL
47.6,21.229,499.236,CL
47.8,21.09,499.221,CL
48.0,20.95,499.206,CL
48.2,20.808,499.192,CL
48.4,20.663,499.177,CL
48.6,20.518,499.162,CL
48.8,20.37,499.148,CL
49.0,20.221,499.133,CL
49.2,20.07,499.119,CL
49.4,19.917,499.105,CL
49.6,19.763,499.091,CL
49.8,19.607,499.078,CL
50.0,19.449,499.064,CL
50.2,19.29,499.051,CL
50.4,19.129,499.037,CL
50.6,18.966,499.024,CL
50.8,18.802,499.01,CL
51.0,18.636,498.997,CL
51.2,18.469,498.983,CL
51.4,18.3,498.97,CL
51.6,18.13,498.956,CL
51.8,17.958,498.943,CL
52.0,17.784,498.929,CL
52.2,17.609,498.915,CL
52.4,17.433,498.9,CL
52.6,17.255,498.886,CL
52.8,17.076,498.872,CL
53.0,16.895,498.857,CL
53.2,16.712,498.842,CL
53.4,16.529,498.827,CL
53.6,16.344,498.811,CL
53.8,16.157,498.796,CL
54.0,15.97,498.78,CL
54.2,15.78,498.765,CL
54.4,15.59,498.749,CL
54.6,15.398,498.734,CL
54.8,15.205,498.718,CL
55.0,15.011,498.702,CL
55.2,14.815,498.687,CL
55.4,14.618,498.672,CL
55.6,14.42,498.657,CL
55.8,14.221,498.642,CL
56.0,14.02,498.628,CL
56.2,13.818,498.614,CL
56.4,13.615,498.6,CL
56.6,13.411,498.587,CL
56.8,13.206,498.574,CL
57.0,13.0,498.562,CL
57.2,12.793,498.551,CL
57.4,12.584,498.54,CL
57.6,12.375,498.529,CL
57.8,12.164,498.52,CL
58.0,11.952,498.511,CL
58.2,11.74,498.502,CL
58.4,11.526,498.494,CL
58.6,11.312,498.487,CL
58.8,11.096,498.481,CL
59.0,10.88,498.475,CL
59.2,10.662,498.47,CL
59.4,10.444,498.465,CL
59.6,10.225,498.461,CL
59.8,10.005,498.458,CL
60.0,9.784,498.455,CL
60.2,9.562,498.453,CL
60.4,9.34,498.451,CL
60.6,9.117,498.45,CL
60.8,8.893,498.45,CL
61.0,8.668,498.45,CL
61.2,8.442,498.451,CL
61.4,8.216,498.452,CL
61.6,7.989,498.454,CL
61.8,7.761,498.456,CL
62.0,7.533,498.459,CL
62.2,7.304,498.462,CL
62.4,7.075,498.465,CL
62.6,6.845,498.469,CL
62.8,6.614,498.474,CL
63.0,6.383,498.479,CL
63.2,6.151,498.484,CL
63.4,5.919,498.49,CL
63.6,5.686,498.495,CL
63.8,5.452,498.501,CL
64.0,5.219,498.508,CL
64.2,4.984,498.514,CL
64.4,4.75,498.52,CL
64.6,4.515,498.527,CL
