,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_151,harmonic_152,harmonic_153,harmonic_154,harmonic_155,harmonic_156,harmonic_157,harmonic_158,harmonic_159,harmonic_160,harmonic_161,harmonic_162,harmonic_163,all_14_harmonics
0,0.2159,0.05851659284137675,0.05630280030322129,0.06757091368551713,-0.005285431556505223,-0.0616697122875913,-0.006721973860286249,-0.012614710536094458,-0.026263883380572915,-0.01834136342724127,-0.016470996408303188,-0.004908597746508899,0.015665671544417503,0.0176805157699552,0.01736191994667143,-0.004078649685885695,0.015665671544417514,-0.0049085977465089,-0.016470996408303185,-0.018341363427241242,-0.02626388338057292,-0.012614710536094469,-0.006721973860286286,-0.06166971228759132,-0.0052854315565052205,0.06757091368551707,0.05630280030322125,0.05851659284137668,0.0,0.12252240437359911
1,0.2532,0.057353064409806344,0.05935439356973801,0.0640924541295436,0.0033382239200832123,-0.06220300729933214,-0.02162611817749381,-0.013522631753573697,-0.010551516629930755,-0.004293410820792037,-0.011446794538255091,0.00023809726130385198,0.03013561588359413,0.013622573072104458,0.016288973311955914,-4.0328875655999734e-05,0.030135615883594147,0.00023809726130384108,-0.01144679453825509,-0.004293410820792048,-0.010551516629930754,-0.013522631753573704,-0.021626118177493756,-0.062203007299332126,0.0033382239200832097,0.06409245412954363,0.05935439356973797,0.05735306440980631,0.0,0.2116079574177876
2,0.2704,0.056104326603429795,0.062053386861280944,0.05975784449347671,0.011882673157912322,-0.06043278699201621,-0.035378590503461406,-0.013451952973476126,0.006156335764376367,0.010266119679025337,-0.004742689874937288,0.005342621877047617,0.03827168491905239,0.006214797352482403,0.010586159438095532,0.0040111033535544125,0.0382716849190524,0.005342621877047614,-0.004742689874937299,0.010266119679025349,0.006156335764376359,-0.013451952973476136,-0.03537859050346141,-0.060432786992016214,0.011882673157912322,0.05975784449347668,0.06205338686128091,0.05610432660342976,0.0,0.29247000616755314
3,0.3376,0.05477223467041687,0.06438374657174588,0.05462498670099042,0.02014518149849294,-0.05642460654975835,-0.04724702005124879,-0.01240778904735523,0.02228336702311013,0.023602398992856204,0.0026574400329930884,0.009500892604789524,0.038363847339930875,-0.0027212163354566454,0.0018744074419762163,0.006758476002924029,0.03836384733993087,0.00950089260478952,0.0026574400329930858,0.02360239899285621,0.022283367023110137,-0.012407789047355244,-0.04724702005124877,-0.056424606549758324,0.020145181498492926,0.05462498670099036,0.06438374657174584,0.054772234670416836,0.0,0.3544210266833706
4,0.3448,0.05335876769805721,0.06633162899511254,0.04876244571296553,0.027929703911880356,-0.05032689778399584,-0.05659936838575589,-0.010465703581038098,0.03630806809159425,0.03412635354691193,0.00966757072153918,0.011976420893768696,0.0303927325355944,-0.010988074476081158,-0.007370113405943318,0.007308584059515891,0.03039273253559438,0.011976420893768693,0.009667570721539183,0.0341263535469119,0.03630806809159426,-0.010465703581038112,-0.056599368385755876,-0.05032689778399582,0.02792970391188032,0.04876244571296552,0.06633162899511245,0.05335876769805719,0.0,0.3918738408907598
5,0.342,0.051866025672432876,0.06788546256519311,0.04224853363344952,0.035051536568833946,-0.04236547237430692,-0.06293758784346913,-0.007766240580104824,0.046907274816273326,0.04058401004923693,0.015258913031821829,0.012330755675911485,0.0160337018922948,-0.016552930980830202,-0.014519803232075013,0.005482580553328448,0.016033701892294788,0.01233075567591148,0.01525891303182182,0.04058401004923693,0.046907274816273326,-0.0077662405801048415,-0.06293758784346912,-0.04236547237430697,0.03505153656883389,0.042248533633449534,0.06788546256519307,0.05186602567243283,0.0,0.4046036725555569
6,0.3493,0.05029622635847174,0.06903601659753486,0.03517026361280992,0.04134169931962885,-0.03283515956109305,-0.06592414444053296,-0.004504753621751941,0.05308100221880538,0.042205911662960185,0.01861089562102709,0.010501139250416094,-0.0016952770817463998,-0.01804737035416131,-0.01754248271718838,0.001874121931273398,-0.0016952770817464206,0.010501139250416092,0.0186108956210271,0.0422059116629602,0.05308100221880543,-0.004504753621751949,-0.06592414444053295,-0.03283515956109305,0.0413416993196288,0.03517026361280991,0.06903601659753486,0.05029622635847172,0.0,0.3968519087329831
7,0.3365,0.04865170200501667,0.06977645612510999,0.02762218752189328,0.04665094509618289,-0.022088887964911083,-0.06539999282470886,-0.0009172685911550561,0.05424678834488827,0.03879880201327107,0.019231589950053658,0.006811622560063039,-0.01906794431878816,-0.015103905313362002,-0.015579005955980104,-0.0023436370360597524,-0.019067944318788152,0.006811622560063036,0.019231589950053654,0.03879880201327109,0.05424678834488829,-0.0009172685911550621,-0.06539999282470885,-0.02208888796491107,0.046650945096182825,0.027622187521893275,0.06977645612510996,0.048651702005016687,0.0,0.3756054515284296
8,0.3237,0.04693489587980698,0.07010238250203575,0.0197051329235937,0.050853301106173754,-0.010524615856900918,-0.061393046037540144,0.0027365969382559365,0.0502946467923011,0.030768652494432957,0.017029904479378025,0.0019156711866283615,-0.03243292901567644,-0.008446343052558463,-0.009187458259135077,-0.005799450458949336,-0.03243292901567646,0.0019156711866283671,0.017029904479378015,0.03076865249443295,0.05029464679230112,0.0027365969382559304,-0.061393046037540144,-0.01052461585690094,0.0508533011061737,0.01970513292359368,0.07010238250203572,0.04693489587980696,0.0,0.3485479350143351
9,0.3609,0.04514835863951794,0.07001185953411596,0.011524856213426042,0.053849057797022856,0.0014294061186178714,-0.05411668904008615,0.006192421597668507,0.041597443407283684,0.019072289076694025,0.012328953034423435,-0.0033195726447412116,-0.038981191303002906,0.0002882011940204025,-0.00018452977171810666,-0.0073697904192558065,-0.03898119130300291,-0.0033195726447412034,0.012328953034423431,0.019072289076693994,0.041597443407283725,0.006192421597668509,-0.05411668904008615,0.001429406118617903,0.05384905779702281,0.011524856213426046,0.07001185953411597,0.045148358639517945,0.0,0.3222082658649266
