X,Y,Z,Label
0.0,0.0,500.0,CL
0.2,-0.022,500.0,CL
0.4,-0.043,499.999,CL
0.6,-0.065,499.999,CL
0.8,-0.086,499.998,CL
1.0,-0.108,499.998,CL
1.2,-0.129,499.998,CL
1.4,-0.151,499.997,CL
1.6,-0.172,499.997,CL
1.8,-0.194,499.997,CL
2.0,-0.215,499.996,CL
2.2,-0.237,499.996,CL
2.4,-0.258,499.995,CL
2.6,-0.28,499.995,CL
2.8,-0.301,499.995,CL
3.0,-0.323,499.994,CL
3.2,-0.344,499.994,CL
3.4,-0.366,499.993,CL
3.6,-0.387,499.993,CL
3.8,-0.409,499.993,CL
4.0,-0.43,499.992,CL
4.2,-0.452,499.992,CL
4.4,-0.473,499.992,CL
4.6,-0.494,499.991,CL
4.8,-0.516,499.991,CL
5.0,-0.537,499.99,CL
5.2,-0.559,499.99,CL
5.4,-0.58,499.99,CL
5.6,-0.602,499.989,CL
5.8,-0.623,499.989,CL
6.0,-0.644,499.988,CL
6.2,-0.666,499.988,CL
6.4,-0.687,499.988,CL
6.6,-0.709,499.987,CL
6.8,-0.73,499.987,CL
7.0,-0.751,499.987,CL
7.2,-0.773,499.986,CL
7.4,-0.794,499.986,CL
7.6,-0.816,499.985,CL
7.8,-0.837,499.985,CL
8.0,-0.858,499.985,CL
8.2,-0.88,499.984,CL
8.4,-0.901,499.984,CL
8.6,-0.922,499.983,CL
8.8,-0.943,499.983,CL
9.0,-0.965,499.983,CL
9.2,-0.986,499.982,CL
9.4,-1.007,499.982,CL
9.6,-1.029,499.982,CL
9.8,-1.05,499.981,CL
10.0,-1.071,499.981,CL
10.2,-1.092,499.98,CL
10.4,-1.113,499.98,CL
10.6,-1.135,499.98,CL
10.8,-1.156,499.979,CL
11.0,-1.177,499.979,CL
11.2,-1.198,499.978,CL
11.4,-1.219,499.978,CL
11.6,-1.24,499.978,CL
11.8,-1.261,499.977,CL
12.0,-1.283,499.977,CL
12.2,-1.304,499.977,CL
12.4,-1.325,499.976,CL
12.6,-1.346,499.976,CL
12.8,-1.367,499.975,CL
13.0,-1.388,499.975,CL
13.2,-1.409,499.975,CL
13.4,-1.43,499.974,CL
13.6,-1.451,499.974,CL
