,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_19,harmonic_174,harmonic_175,harmonic_176,harmonic_177,harmonic_178,harmonic_179,harmonic_180,harmonic_181,harmonic_182,harmonic_183,harmonic_184,harmonic_185,harmonic_186,harmonic_187,harmonic_188,harmonic_189,harmonic_190,all_18_harmonics
0,6.312,-0.27359318072491695,-0.3725899093446171,0.09295649451550424,0.07355929960837958,0.06192876651139113,-0.0453299489204514,-0.15383212657372802,-0.06297771569580861,-0.044052851246375826,-0.012061419491870663,-0.002235962068783489,0.019552442845612812,0.05240525080586111,-0.006020321834432452,-0.02336776857717626,-0.06629145057713352,-0.08327604574410588,-0.05986428807281771,-0.044453940441873736,-0.06629145057713354,-0.023367768577176245,-0.006020321834432446,0.05240525080586109,0.019552442845612802,-0.0022359620687834865,-0.012061419491870663,-0.04405285124637582,-0.06297771569580862,-0.15383212657372802,-0.04532994892045139,0.06192876651139115,0.07355929960837956,0.09295649451550422,-0.3725899093446172,-0.27359318072491695,0.0,-1.7114950757958882
1,6.316,-0.26827513317382173,-0.37182203081365334,0.07343509971135122,0.07376100307819977,0.054179859943212005,-0.05328583583286604,-0.1697503156356428,-0.08281652339831477,-0.045727655220102796,-0.009575696756157496,0.029961561830533823,0.019401089506850894,0.03825897723840261,-0.02677855407724718,-0.055092345572127444,-0.07449909314293798,-0.07847018313860746,-0.03066763886541502,-0.0007363651418547428,-0.07449909314293801,-0.05509234557212742,-0.02677855407724717,0.038258977238402596,0.019401089506850877,0.02996156183053382,-0.009575696756157496,-0.04572765522010279,-0.0828165233983148,-0.1697503156356428,-0.05328583583286603,0.05417985994321202,0.07376100307819976,0.07343509971135119,-0.3718220308136534,-0.26827513317382173,0.0,-1.8471253717745206
2,6.478,-0.26266373070337673,-0.3694282691474277,0.05319152982340313,0.07267396452949212,0.044953068032135966,-0.0591507829104204,-0.1766128676251023,-0.09689277690868331,-0.043381697945793427,-0.0060522986946705305,0.05823798405021646,0.016234409329522834,0.017150069862149155,-0.04189879365177643,-0.07353677506898999,-0.06233219938507281,-0.04951045307624833,0.009078136450773938,0.04326247661422212,-0.06233219938507283,-0.07353677506898998,-0.041898793651776414,0.017150069862149137,0.016234409329522807,0.058237984050216435,-0.0060522986946705305,-0.04338169794579342,-0.09689277690868331,-0.17661286762510225,-0.05915078291042038,0.04495306803213598,0.07267396452949211,0.05319152982340314,-0.36942826914742777,-0.26266373070337673,0.0,-1.8561881728400405
3,6.654,-0.2567651092997977,-0.3654190916566437,0.032424864063611857,0.07031717654905748,0.034500073609045744,-0.06269464922950638,-0.17405368731586382,-0.10422701982923817,-0.03722125577968532,-0.0018730401585257733,0.07889273893595114,0.010544569298605467,-0.007079926075916061,-0.048197605051457586,-0.07425498127097746,-0.03311825704006963,-0.005310935447438961,0.04570119316863015,0.07073652274116361,-0.03311825704006964,-0.07425498127097745,-0.04819760505145758,-0.007079926075916075,0.01054456929860544,0.07889273893595111,-0.0018730401585257733,-0.037221255779685304,-0.10422701982923817,-0.17405368731586385,-0.06269464922950636,0.03450007360904577,0.07031717654905745,0.032424864063611836,-0.3654190916566437,-0.2567651092997977,0.0,-1.7653236200404647
4,6.65,-0.2505857190189866,-0.35981202945438334,0.011339325870689499,0.066731816609712,0.0231060071128805,-0.06377837323389281,-0.16220929880213394,-0.10430891955298585,-0.027788006772249938,0.002509191342007801,0.08922271659870798,0.0032158871399829464,-0.03002146800349451,-0.044348828081536555,-0.05707383877931829,0.005153099329355011,0.040523338540264006,0.06660384662448073,0.07119162142696049,0.0051530993293550246,-0.05707383877931829,-0.044348828081536555,-0.030021468003494516,0.003215887139982921,0.08922271659870797,0.0025091913420078023,-0.027788006772249935,-0.10430891955298585,-0.16220929880213397,-0.06377837323389281,0.023106007112880515,0.06673181660971197,0.011339325870689452,-0.3598120294543834,-0.2505857190189866,0.0,-1.6189780687995867
5,6.654,-0.2441323169334907,-0.35263160079700984,-0.009857725462992961,0.061980527623191624,0.01108166897554102,-0.062359429519683006,-0.1417115623742683,-0.09713277731865202,-0.01591140176389466,0.006619513026519635,0.08787602180041076,-0.004612609773865879,-0.04749949513797562,-0.03116278940400133,-0.02613490490302542,0.0420151498262373,0.07388414414976635,0.0645959532183664,0.044453940441873736,0.04201514982623732,-0.02613490490302543,-0.031162789404001332,-0.04749949513797562,-0.004612609773865899,0.08787602180041075,0.006619513026519635,-0.01591140176389465,-0.09713277731865202,-0.14171156237426832,-0.062359429519683006,0.011081668975541026,0.061980527623191596,-0.009857725462992998,-0.3526316007970099,-0.2441323169334907,0.0,-1.4642134264639117
6,6.658,-0.23741195974374255,-0.3439092038720713,-0.03095783400310329,0.05614632345188385,-0.0012449482036962032,-0.058493497535065976,-0.11365396679075626,-0.08319792474291116,-0.0026357320690544423,0.010012507762280643,0.0750288979313549,-0.011724212616273048,-0.056333234980417,-0.011415695276038838,0.011103913074341025,0.06738660144245066,0.08450270864833867,0.040368192817982804,0.0007363651418547428,0.06738660144245068,0.011103913074341018,-0.011415695276038845,-0.056333234980417,-0.011724212616273058,0.07502889793135488,0.010012507762280642,-0.0026357320690544328,-0.08319792474291116,-0.11365396679075628,-0.05849349753506596,-0.0012449482036961893,0.05614632345188384,-0.030957834003103344,-0.34390920387207136,-0.23741195974374255,0.0,-1.3369926657334616
7,6.661,-0.2304319960616619,-0.33368297950201514,-0.051753497169636405,0.049331138502134324,-0.013537606441274342,-0.05233227671496947,-0.079533295146101,-0.06347397923823224,0.010871693426787397,0.012320491921933309,0.052362661848997794,-0.017013632588464587,-0.054915062337342654,0.010734874636464756,0.0456661050721484,0.07432869102356376,0.0691105370583714,0.0022544870831852468,-0.043262476614222126,0.07432869102356378,0.04566610507214838,0.010734874636464749,-0.05491506233734265,-0.017013632588464587,0.05236266184899779,0.012320491921933309,0.010871693426787397,-0.06347397923823224,-0.07953329514610102,-0.05233227671496946,-0.01353760644127434,0.04933113850213431,-0.05175349716963643,-0.3336829795020152,-0.23043199606166195,0.0,-1.2540147900080014
8,6.665,-0.22320005837505633,-0.32199764436407613,-0.07204020635773035,0.04165404674043272,-0.0254609940650407,-0.04411753378487972,-0.04116977627419538,-0.03933337592009124,0.0234231879128157,0.013293359609715184,0.022843668140467597,-0.019658785446307454,-0.04350306609413622,0.030625309654426884,0.06922036838724303,0.06094284705191826,0.03244548594635967,-0.03663472238880974,-0.07073652274116361,0.06094284705191826,0.06922036838724299,0.030625309654426877,-0.04350306609413619,-0.01965878544630744,0.022843668140467583,0.013293359609715184,0.02342318791281569,-0.03933337592009122,-0.041169776274195394,-0.044117533784879696,-0.025460994065040696,0.04165404674043272,-0.07204020635773041,-0.32199764436407613,-0.22320005837505627,0.0,-1.2118830655526018
9,6.92,-0.21572405470160783,-0.3089042954556245,-0.09161845811514743,0.03324918124958042,-0.0366898721425707,-0.034171615818032776,-0.000609981354747537,-0.012455870580488908,0.033915118097722345,0.012825685516057573,-0.009664900878630082,-0.01924856023639117,-0.024174080411148272,0.044067850928852695,0.076088889018699,0.030889924347585446,-0.014206593814961225,-0.06292223441236636,-0.07119162142696049,0.030889924347585456,0.07608888901869895,0.04406785092885269,-0.02417408041114826,-0.019248560236391148,-0.009664900878630088,0.012825685516057573,0.033915118097722345,-0.012455870580488889,-0.0006099813547475522,-0.03417161581803276,-0.03668987214257071,0.03324918124958041,-0.09161845811514745,-0.3089042954556245,-0.2157240547016078,0.0,-1.1927705307260714
