,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_19,harmonic_20,harmonic_21,harmonic_22,harmonic_23,harmonic_24,harmonic_25,harmonic_26,harmonic_27,harmonic_28,harmonic_29,harmonic_30,harmonic_31,harmonic_32,harmonic_33,harmonic_34,harmonic_35,harmonic_36,harmonic_37,harmonic_38,harmonic_39,harmonic_93,harmonic_94,harmonic_95,harmonic_96,harmonic_97,harmonic_98,harmonic_99,harmonic_100,harmonic_101,harmonic_102,harmonic_103,harmonic_104,harmonic_105,harmonic_106,harmonic_107,harmonic_108,harmonic_109,harmonic_110,harmonic_111,harmonic_112,harmonic_113,harmonic_114,harmonic_115,harmonic_116,harmonic_117,harmonic_118,harmonic_119,harmonic_120,harmonic_121,harmonic_122,harmonic_123,harmonic_124,harmonic_125,harmonic_126,harmonic_127,harmonic_128,harmonic_129,all_38_harmonics
0,10.226,-0.6187495489919083,-0.06254578666512428,-0.23525585369313437,0.3005157443314647,-0.7545998027720366,-0.645085590556063,0.22981759769910562,0.5940633602503798,-0.43212439171063594,0.1564754729999754,-0.016298467277405426,0.15111657447293703,0.20795666609320257,-0.34327512589666676,0.06771940470496304,0.23807638245769583,-0.16399553434205094,-0.07873224001508737,-0.08140243296981348,0.13364167528755164,-0.12949194556147575,0.12045060888009124,-0.1537178325598088,0.04839080114866186,0.07609982814372675,-0.08893147834180504,0.04215753743365269,-0.12025604728186041,0.015083933973881173,0.06105330347500692,0.0031287500171299524,-0.008927633703174858,-0.21641713109877017,0.0003865008623322687,0.07356541774082004,-0.13572758606248064,-0.032089630720452046,-0.047089030118751124,0.08787999929615052,-0.13572758606248064,0.07356541774082005,0.00038650086233215936,-0.21641713109877017,-0.0089276337031749,0.003128750017130036,0.06105330347500692,0.015083933973881176,-0.12025604728186044,0.04215753743365269,-0.08893147834180509,0.07609982814372676,0.04839080114866186,-0.15371783255980884,0.12045060888009126,-0.12949194556147575,0.13364167528755164,-0.08140243296981348,-0.07873224001508737,-0.163995534342051,0.23807638245769588,0.06771940470496304,-0.3432751258966668,0.20795666609320246,0.15111657447293703,-0.01629846727740537,0.1564754729999754,-0.43212439171063594,0.5940633602503798,0.22981759769910556,-0.645085590556063,-0.7545998027720366,0.3005157443314647,-0.23525585369313437,-0.06254578666512434,-0.6187495489919084,0.0,-3.5229684005965005
1,10.701,-0.6368021087087586,-0.0035181527024606652,-0.2365872907745161,0.3416354048728603,-0.8933352631638605,-0.573698816639987,-0.08147055510822193,0.4037215401195319,-0.2985609565676406,0.3620881993438762,-0.21111821861879815,0.23348036495143282,0.2252371883700318,-0.3207206101192571,0.10232779815479211,0.05702146937096192,0.021759944277691404,0.03552360681943337,0.04829009595880057,0.003751444666221088,-0.1668836904571351,-0.029110017037755433,-0.26138912852949264,0.19645190891104708,-0.1556403965757784,0.08189570399506681,0.006956691268862185,-0.2562073653062233,0.13721414640930352,-0.048811995432139745,0.18154731274006,-0.0894165056219347,-0.07870444824144518,0.08830065943948115,-0.07082474304538876,0.008153720437082436,-0.049832896899934184,-0.08087770861560417,0.024206109486711383,0.008153720437082443,-0.07082474304538876,0.08830065943948111,-0.07870444824144517,-0.08941650562193466,0.18154731274005992,-0.048811995432139745,0.13721414640930352,-0.25620736530622334,0.006956691268862188,0.0818957039950668,-0.15564039657577844,0.1964519089110471,-0.26138912852949264,-0.029110017037755342,-0.1668836904571351,0.0037514446662210393,0.04829009595880054,0.03552360681943334,0.021759944277691377,0.05702146937096193,0.1023277981547921,-0.32072061011925707,0.22523718837003168,0.23348036495143282,-0.21111821861879812,0.3620881993438763,-0.2985609565676405,0.403721540119532,-0.08147055510822213,-0.5736988166399869,-0.8933352631638605,0.3416354048728603,-0.23658729077451607,-0.003518152702460707,-0.6368021087087588,0.0,-3.861390621117342
2,11.514,-0.6533442441786971,0.055542840145644534,-0.23287628050411596,0.3698283258387723,-0.979349281891909,-0.4536630714063252,-0.383379505226288,0.1528539536317321,-0.10853859210624013,0.48348547106426026,-0.3467712419080679,0.23832765530631758,0.15519077139272977,-0.15472641851448463,0.08470239046925626,-0.1569463763144207,0.19342968848327893,0.1241792258368013,0.13949453131936843,-0.12942593728369733,-0.044380947495768916,-0.14832421458536615,-0.0739261398236239,0.10527573670016348,-0.18375051271480758,0.13802596825502444,-0.038638378527876716,0.014939984930162476,0.02817612671975347,-0.07173055732250375,0.018964095235159482,0.006750088777979215,0.2221660224455989,-0.01542124835398391,-0.054649018670225764,0.13276555385456398,0.054942913628777616,0.0918010741648174,-0.10351135615417315,0.13276555385456396,-0.054649018670225785,-0.015421248353983777,0.22216602244559888,0.006750088777979264,0.018964095235159403,-0.07173055732250375,0.02817612671975349,0.014939984930162483,-0.038638378527876716,0.1380259682550245,-0.18375051271480766,0.10527573670016348,-0.07392613982362385,-0.1483242145853661,-0.04438094749576889,-0.12942593728369736,0.1394945313193684,0.1241792258368013,0.19342968848327896,-0.15694637631442074,0.08470239046925625,-0.15472641851448465,0.15519077139272974,0.2383276553063176,-0.34677124190806785,0.4834854710642603,-0.10853859210624019,0.15285395363173232,-0.38337950522628816,-0.4536630714063252,-0.9793492818919088,0.36982832583877234,-0.23287628050411593,0.05554284014564445,-0.6533442441786972,0.0,-3.0882544412042483
3,10.921,-0.6683367192839912,0.11407717954854188,-0.22420191662297634,0.384027748509231,-1.00756562021623,-0.29515724202998717,-0.6411523366981797,-0.12092943437983905,0.10200880272247513,0.492432381730837,-0.38524023294989634,0.16404912398512692,0.02497518268899788,0.08046790121861092,0.023840170312016087,-0.28032438693902456,0.23988775084731598,0.12334459439230794,0.11951926270438115,-0.14919563778048853,0.1206440386578895,-0.11291431323092477,0.19700680235128662,-0.1141042337580217,0.028546988185462488,0.0008475191008214656,-0.02650256281123408,0.2623485641845531,-0.12833094461193087,0.03312147996817852,-0.17923953514172156,0.08958088938375666,0.06247654305267216,-0.08567491942258916,0.08542080935684505,-0.056383954678449984,0.024636168893382958,0.030126843614693546,0.04263746766029014,-0.056383954678449984,0.08542080935684505,-0.08567491942258915,0.06247654305267216,0.08958088938375663,-0.1792395351417215,0.03312147996817852,-0.1283309446119309,0.26234856418455316,-0.02650256281123408,0.0008475191008215069,0.028546988185462502,-0.1141042337580217,0.19700680235128665,-0.1129143132309248,0.1206440386578895,-0.14919563778048853,0.11951926270438114,0.12334459439230794,0.23988775084731606,-0.28032438693902456,0.023840170312016087,0.08046790121861097,0.024975182688997923,0.16404912398512692,-0.3852402329498963,0.49243238173083703,0.10200880272247513,-0.12092943437983891,-0.64115233669818,-0.29515724202998717,-1.0075656202162298,0.384027748509231,-0.22420191662297634,0.1140771795485418,-0.6683367192839913,0.0,-3.3558600351399885
4,10.183,-0.6817439735300846,0.17152984686784944,-0.21074907813722496,0.38369639765934693,-0.9763190510980269,-0.11162243266412736,-0.8251132527780892,-0.3765831315931798,0.29326597337394256,0.38684803461560713,-0.31574410261657937,0.035305567554366174,-0.11492355948209071,0.27967360874180236,-0.049191399108728814,-0.2418984708170454,0.13106071208595987,0.03362119293896564,0.004284946145593298,-0.03823473111530209,0.17007764064832886,0.04020579468205083,0.24549949991746006,-0.19452914560151247,0.20349540471083488,-0.1375179010925632,0.025231612820089906,0.09290046575522495,-0.06863554433857111,0.07897562989727022,-0.04077610254725978,-0.004568540643042258,-0.2267295619374639,0.03000891721243743,0.03183419366349474,-0.11228274590744211,-0.06624101934854593,-0.1084562537158518,0.0759777505210053,-0.11228274590744211,0.031834193663494756,0.030008917212437317,-0.22672956193746388,-0.004568540643042309,-0.04077610254725968,0.07897562989727022,-0.06863554433857111,0.09290046575522497,0.025231612820089903,-0.13751790109256318,0.20349540471083488,-0.1945291456015125,0.24549949991746006,0.04020579468205074,0.17007764064832886,-0.03823473111530205,0.004284946145593298,0.033621192938965656,0.13106071208595996,-0.2418984708170454,-0.049191399108728814,0.27967360874180236,-0.11492355948209063,0.03530556755436616,-0.31574410261657926,0.38684803461560724,0.2932659733739426,-0.3765831315931797,-0.8251132527780894,-0.11162243266412725,-0.9763190510980266,0.3836963976593469,-0.21074907813722493,0.1715298468678494,-0.6817439735300849,0.0,-4.278014093978809
5,10.003,-0.693534206391161,0.22735607980655917,-0.19280448894303706,0.36884681088353644,-0.8874536349241292,0.08137782506517924,-0.9140839674395654,-0.5757796414341809,0.4290655146938215,0.191289523292868,-0.15775942034398707,-0.10515959138571679,-0.21026517158781233,0.35379757686422386,-0.09711294168487306,-0.0638481613999324,-0.0626050725386138,-0.08033145424094268,-0.11436455120567705,0.10622882809212973,0.056556569399559095,0.15141241739146893,0.01679888151077624,-0.0380583004773151,0.11220322902131963,-0.08328616824513597,0.03926639715879936,-0.22416109353051802,0.10669193805519936,-0.015846159819642054,0.17427741199061797,-0.0896921462755756,-0.04591529847480627,0.08056537102679152,-0.09392332253989087,0.09717332345035397,0.005741851440212929,0.029831590868932546,-0.09170092134398243,0.09717332345035397,-0.09392332253989084,0.08056537102679152,-0.04591529847480627,-0.08969214627557559,0.1742774119906179,-0.015846159819642054,0.10669193805519936,-0.22416109353051808,0.03926639715879935,-0.08328616824513606,0.11220322902131971,-0.0380583004773151,0.01679888151077621,0.15141241739146888,0.05655656939955907,0.10622882809212977,-0.11436455120567703,-0.08033145424094267,-0.06260507253861382,-0.06384816139993243,-0.09711294168487304,0.353797576864224,-0.21026517158781222,-0.10515959138571679,-0.15775942034398707,0.19128952329286805,0.42906551469382154,-0.5757796414341807,-0.9140839674395655,0.08137782506517924,-0.8874536349241291,0.3688468108835365,-0.19280448894303703,0.22735607980655909,-0.6935342063911611,0.0,-4.362281669393455
6,10.074,-0.7036794527374785,0.2810265378082096,-0.1707506068045843,0.3400408642002582,-0.7462138896800313,0.2674773408674411,-0.8978218308674695,-0.6886555055146989,0.4837272547232786,-0.048759623731382686,0.044437972618473376,-0.2107113070461242,-0.22408466028493146,0.2696884656873751,-0.09546263599389618,0.15105546407314624,-0.2157450904836339,-0.13639292106001286,-0.14186340036964498,0.15761085086066154,-0.11115244360865772,0.10477557086570835,-0.23086934241922955,0.1647595836604911,-0.12588859644656838,0.08758986155745124,-0.005368047524669498,-0.18504365482735974,0.10227274455859514,-0.08244185719251657,0.06198425945119073,0.0023842830879765653,0.23008340111665626,-0.043726595173712635,-0.006748454205716446,0.07698223296598508,0.06360781591178293,0.09196430027494289,-0.016760889318086104,0.07698223296598508,-0.0067484542057164735,-0.04372659517371252,0.23008340111665626,0.0023842830879766083,0.06198425945119062,-0.08244185719251657,0.10227274455859516,-0.1850436548273598,-0.005368047524669498,0.08758986155745123,-0.12588859644656844,0.1647595836604911,-0.23086934241922957,0.10477557086570839,-0.11115244360865772,0.15761085086066157,-0.14186340036964495,-0.13639292106001286,-0.215745090483634,0.15105546407314627,-0.09546263599389618,0.26968846568737515,-0.2240846602849314,-0.2107113070461242,0.04443797261847332,-0.04875962373138267,0.4837272547232786,-0.688655505514699,-0.8978218308674696,0.2674773408674411,-0.7462138896800311,0.3400408642002582,-0.1707506068045843,0.28102653780820946,-0.7036794527374787,0.0,-4.352155228870203
7,10.164,-0.7121556491655667,0.33203232122815995,-0.1450574719307955,0.2983685118873441,-0.5609352783173703,0.4308950990879545,-0.7781990025784212,-0.6982884209656484,0.44691446573936033,-0.27746812533484677,0.23418144541096317,-0.2463059491766665,-0.15102405756332615,0.06496338886306878,-0.04508288987442531,0.27876950354392366,-0.22922813105184092,-0.09416228962646087,-0.05629451340887174,0.07088855278674569,-0.17236415303867833,-0.05108705701575985,-0.21786315111345955,0.1669348023085368,-0.19927569790035785,0.13579416762678373,-0.04198191399330724,0.14809743678789541,-0.07444799490000993,-0.002187371264481328,-0.16673442701626234,0.0897502103153448,0.029109075913272102,-0.07312014557457369,0.09572574987496997,-0.1251389442049678,-0.03491228909571652,-0.08067269300873252,0.10252444679868854,-0.1251389442049678,0.09572574987496998,-0.07312014557457372,0.029109075913272095,0.08975021031534476,-0.1667344270162623,-0.002187371264481328,-0.07444799490000993,0.14809743678789544,-0.04198191399330724,0.13579416762678376,-0.1992756979003579,0.16693480230853683,-0.21786315111345955,-0.05108705701575976,-0.17236415303867833,0.07088855278674566,-0.056294513408871705,-0.09416228962646084,-0.229228131051841,0.2787695035439236,-0.0450828898744253,0.06496338886306871,-0.15102405756332607,-0.2463059491766665,0.23418144541096308,-0.2774681253348469,0.4469144657393603,-0.6982884209656484,-0.7781990025784213,0.43089509908795454,-0.56093527831737,0.29836851188734403,-0.14505747193079546,0.3320323212281599,-0.7121556491655668,0.0,-4.605016342589311
8,10.522,-0.7189426910739626,0.3798897966855245,-0.11627268888436358,0.24540654498624745,-0.34255227964078505,0.5577734699009933,-0.5689869212387629,-0.6032342250858073,0.3255885759045115,-0.44164233843912326,0.35829462828279984,-0.20012594124714583,-0.01940976396950889,-0.1688160335354137,0.028309671401549642,0.24557709879437115,-0.09432629833893581,0.015926768415489546,0.07414213486877302,-0.07794885591982918,-0.06843043753510791,-0.15369276943873905,0.04113217379844598,-0.034181605266571616,-0.011943006204924216,-0.006184548853518096,-0.015869207486538178,0.24592027665374164,-0.12574426598822133,0.08196338631578186,-0.08227449585680294,-0.00019861150924425412,-0.23220964580003958,0.05617659194887811,-0.01881869094871583,-0.03152254544542161,-0.04759709870857105,-0.04736559607246867,-0.04944538044457221,-0.03152254544542159,-0.018818690948715796,0.056176591948877974,-0.23220964580003955,-0.00019861150924430318,-0.08227449585680284,0.08196338631578186,-0.12574426598822133,0.2459202766537417,-0.015869207486538174,-0.006184548853518042,-0.011943006204924257,-0.034181605266571616,0.04113217379844599,-0.153692769438739,-0.06843043753510789,-0.07794885591982922,0.074142134868773,0.01592676841548953,-0.09432629833893584,0.2455770987943712,0.028309671401549646,-0.16881603353541372,-0.019409763969508945,-0.20012594124714586,0.3582946282827998,-0.44164233843912326,0.32558857590451157,-0.6032342250858073,-0.5689869212387628,0.5577734699009933,-0.34255227964078483,0.24540654498624748,-0.11627268888436358,0.37988979668552436,-0.7189426910739628,0.0,-3.098861574726362
9,15.454,-0.7240244803491032,0.4241451828421058,-0.08500975534121596,0.1831589289635764,-0.10395307460521921,0.6373533196924145,-0.29427088384101313,-0.4177434036168279,0.1426927386619268,-0.5030981796659406,0.38199430362868136,-0.08750324742988864,0.1197299089427435,-0.3270938624573283,0.087251401399408,0.07063698761852788,0.10163521217997988,0.1145381377784707,0.14548613966526547,-0.1584846613518246,0.10106780218012403,-0.09607780549637362,0.25368518965393205,-0.1936719766559115,0.19101516386110676,-0.1395016547902758,0.033954209342416275,-0.04700996352709779,0.034804089946503136,0.02011624047268052,0.15672228374770827,-0.0897550470675868,-0.01214754383703243,0.06355508818707142,-0.09069951394857977,0.13659025598409288,0.05674023870472086,0.10685806168585404,-0.07059455789464526,0.13659025598409288,-0.09069951394857978,0.06355508818707147,-0.01214754383703243,-0.08975504706758677,0.15672228374770822,0.02011624047268052,0.03480408994650314,-0.047009963527097805,0.033954209342416275,-0.13950165479027582,0.1910151638611068,-0.1936719766559115,0.25368518965393205,-0.09607780549637367,0.10106780218012403,-0.15848466135182462,0.14548613966526547,0.1145381377784707,0.10163521217997992,0.07063698761852788,0.087251401399408,-0.3270938624573284,0.11972990894274342,-0.08750324742988864,0.3819943036286813,-0.5030981796659407,0.1426927386619268,-0.417743403616828,-0.2942708838410131,0.6373533196924145,-0.10395307460521899,0.18315892896357638,-0.08500975534121596,0.4241451828421056,-0.7240244803491034,0.0,0.15317880403096173
